task_name,arrival_time,start_time,service_time,completion_time,wait_time,turnaround_time
Task-48,44.32827483405452,59.574282426981924,5.198588416587989,64.77287084356992,15.24601,20.4446
Task-49,44.943793332984136,60.83548496306107,4.954681306083389,65.79016626914446,15.89169,20.84637
Task-50,46.39840118075166,60.956651665316386,5.42861161087541,66.3852632761918,14.55825,19.98686
Task-51,47.441936173054565,62.04463628868744,5.329243847536094,67.37388013622353,14.6027,19.93194
Task-52,48.632276584165,64.77287084356992,5.226444412821315,69.99931525639123,16.14059,21.36704
Task-53,49.07740985505758,65.79016626914446,5.075534923949264,70.86570119309373,16.71276,21.78829
Task-54,50.40665938911598,66.3852632761918,5.556984323099608,71.9422475992914,15.9786,21.53559
Task-55,51.67869348022073,67.37388013622353,4.839524324368219,72.21340446059175,15.69519,20.53471
Task-56,51.743757612368746,69.99931525639123,5.081610647386082,75.08092590377731,18.25556,23.33717
Task-57,52.521487225216376,70.86570119309373,5.768809413218678,76.6345106063124,18.34421,24.11302
Task-59,53.48584601980841,72.21340446059175,4.6981002038278925,76.91150466441964,18.72756,23.42566
Task-58,52.889267721918216,71.9422475992914,4.988749736139725,76.93099733543113,19.05298,24.04173
Task-60,58.96655566611809,75.08092590377731,4.626864282440564,79.70779018621788,16.11437,20.74123
Task-63,59.84402977739297,76.93099733543113,3.781200483540103,80.71219781897123,17.08697,20.86817
Task-61,59.603737790021306,76.6345106063124,5.20784802302382,81.84235862933622,17.03077,22.23862
Task-62,59.79278069530528,76.91150466441964,5.25148696865404,82.16299163307367,17.11872,22.37021
Task-64,60.211241950455495,79.70779018621788,5.501802630539396,85.20959281675728,19.49655,24.99835
Task-65,61.78965177447529,80.71219781897123,4.743046660422347,85.45524447939358,18.92255,23.66559
Task-67,62.589522247978145,82.16299163307367,4.504101811361541,86.66709344443521,19.57347,24.07757
Task-66,61.90207181701247,81.84235862933622,5.028644439950937,86.87100306928716,19.94029,24.96893
Task-68,64.22147948231303,85.20959281675728,4.762150912292916,89.97174372905019,20.98811,25.75026
Task-69,64.77697383692663,85.45524447939358,5.808320401754743,91.26356488114833,20.67827,26.48659
Task-70,68.50058012504418,86.66709344443521,4.973353919457945,91.64044736389316,18.16651,23.13987
Task-71,68.65284219247897,86.87100306928716,5.152518118081196,92.02352118736835,18.21816,23.37068
Task-72,69.18924946114039,89.97174372905019,4.673881754190954,94.64562548324115,20.78249,25.45638
Task-75,74.03511683836079,92.02352118736835,4.200364508534492,96.22388569590284,17.9884,22.18877
Task-73,70.38095049157795,91.26356488114833,4.985503689501057,96.24906857064938,20.88261,25.86812
Task-74,72.98026554058417,91.64044736389316,5.1179779829171785,96.75842534681034,18.66018,23.77816
